age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
19,24383.64,758,9134.43,31.92,3,2.4,9423.81,5,4200.51,Female,Full-Time,Master,Home,Central,,2024,84,17/12/2024,0
47,36208.51,635,2498.96,20.18,6,4.8,472.31,5,,Female,Full-Time,,Home,West,Married,2015,36,18/07/2015,0
66,77290.82,476,21147.6,19.82,2,2.6,2830.47,0,27521.3,Male,Full-Time,Master,Car,North,Divorced,2018,24,8/12/2018,1
56,33447.27,555,13919.86,44.69,,0,859.66,0,5581.02,Female,Full-Time,,Medical,North,,2023,48,2/06/2023,1
62,27809.45,570,14876.17,40.45,3,,2821.19,5,5066.93,Female,Part-Time,Bachelor,Car,East,Married,2022,48,5/02/2022,1
30,26519.43,564,23528.41,28.39,2,0.2,10391.96,8,4630.71,Male,Full-Time,Bachelor,Education,Central,Married,2023,60,9/01/2023,1
27,13863.15,610,82886.02,7.53,6,0.4,1766.8,2,2338.24,Male,Full-Time,Bachelor,Home,South,Single,2014,60,12/05/2014,1
65,14284.39,831,10926.08,12.54,4,11.2,2428.34,1,5498.9,Male,Full-Time,High School,Education,West,Married,2024,36,7/02/2024,0
43,25211.45,684,4293.17,31.42,3,0.3,785.96,6,6831.12,Male,Self-Employed,,Personal,East,Divorced,2011,36,12/02/2011,0
73,27076.22,695,8276.2,44.24,2,9.5,1917.24,8,9993.71,Male,Full-Time,PhD,Car,West,,2018,36,22/03/2018,0
72,36712.86,647,41935.04,30.1,0,7.2,1841.32,5,9818.97,Female,Self-Employed,Master,Home,West,Married,2014,48,15/09/2014,0
37,58704.96,772,25136.67,33.8,0,8,6765.8,3,11963.46,Female,Part-Time,High School,Car,West,Widowed,2015,24,10/05/2015,0
34,46563.76,766,3843.39,54.72,0,3.6,2896.24,7,11191.58,Female,Part-Time,,Car,Central,Married,2022,60,8/04/2022,1
21,84340.55,715,16435.78,46.53,1,1.3,695.69,2,16791.86,Male,Self-Employed,Master,Home,West,Single,2018,60,5/11/2018,1
69,15743.66,620,67898.3,28.06,1,0.9,4106.47,3,2651.65,Female,Full-Time,High School,Personal,Central,Divorced,2021,36,21/11/2021,1
63,72024.79,628,8671.08,54.11,0,6.5,3841.85,3,,Female,Full-Time,Bachelor,Car,Central,Single,2011,60,13/05/2011,1
50,56203.07,597,6387.4,6.68,0,1.1,,2,10339.21,Female,Self-Employed,High School,Home,South,Single,2020,60,2/09/2020,1
60,43471.2,598,12356.86,13.04,1,4.2,1997.72,8,8351.35,Female,Full-Time,,Personal,South,Single,2017,60,27/07/2017,1
43,70575.14,752,11906.1,24.31,5,0.3,15395.89,2,12846.39,Male,Unemployed,Bachelor,Medical,Central,Divorced,2023,12,8/01/2023,0
72,83525.6,713,3772.52,37.1,2,,90731.22,8,17372.54,Female,Unemployed,Master,Home,South,Married,2019,48,6/05/2019,0
65,32956.45,614,12310.99,52.13,5,2,541.02,1,5518.41,Female,Full-Time,Master,Education,South,Divorced,2015,36,3/01/2015,1
46,14554.29,638,121640.75,27,1,5.2,426.31,5,3234.27,Female,Full-Time,Bachelor,Car,North,Married,2015,60,22/07/2015,1
27,36190.82,850,1323.02,7.61,4,6.1,9192.78,3,7935.37,Male,Full-Time,Bachelor,Home,Central,Married,2018,60,6/06/2018,0
59,32370.37,663,22364.87,39.16,2,2.3,1779.72,5,6816.69,Male,Full-Time,Master,Home,South,Married,2013,60,13/04/2013,0
22,44134.41,735,3287.51,12.93,1,2.6,,4,7619.92,Female,Retired,Bachelor,Personal,South,Married,2011,24,19/05/2011,1
27,263005.39,578,13286.15,15.47,0,0.4,5475.46,4,102206.98,Male,Full-Time,PhD,Medical,West,Married,2018,48,4/01/2018,0
67,26187.32,601,1566.97,63.93,4,7.8,6035.88,6,6118.78,Male,Full-Time,High School,Home,North,Married,2023,36,12/02/2023,1
38,21813.74,571,12574.28,15.36,5,6.4,1768.24,5,4385.68,Male,Full-Time,Master,Personal,Central,Married,2017,24,18/11/2017,1
41,70244.37,567,13742.98,40.02,2,12.3,1744.84,0,21766.71,Female,Full-Time,,Business,East,Married,2018,48,22/03/2018,1
55,,590,10649.23,9.42,5,10.9,7037.33,5,14003.95,Female,Retired,Master,Medical,South,Married,2018,84,4/06/2018,0
20,61783.38,585,5702.99,24.01,4,1.9,4272.14,7,17996.46,Female,Full-Time,Bachelor,Medical,East,,2018,24,21/11/2018,0
57,51271.59,727,9503.1,6.27,3,9.5,54930.47,2,9750.39,Male,Full-Time,High School,Home,North,Married,2022,36,18/11/2022,1
58,19934.8,850,109501.66,8.56,5,1.7,4871.21,2,4014.61,Female,Full-Time,High School,Home,East,Single,2021,36,5/07/2021,1
19,155948.14,783,8122.37,32.53,5,6.5,16645.55,6,27248.35,Male,Retired,PhD,Medical,North,,2020,48,13/12/2020,0
19,36347.12,742,10720.15,38.7,1,2.2,5848.55,8,6479.51,Male,Full-Time,,Home,South,Married,2019,60,19/01/2019,0
66,60198.48,727,23229.68,46.55,1,5.8,5794.09,4,,Female,Self-Employed,,Car,East,Divorced,2017,24,25/05/2017,0
61,17961.83,695,13118.95,19.68,5,5.1,42010.46,0,3982.39,Male,Full-Time,Bachelor,Education,West,Single,2022,60,4/07/2022,0
51,77418.77,676,19247.2,25.65,0,2,3411.94,0,30562.57,Female,Self-Employed,,Car,West,Married,2017,84,15/11/2017,0
59,106130.61,726,6642.59,30.11,0,7.5,27942.72,0,35326.15,Male,Full-Time,High School,Personal,Central,,2017,60,11/10/2017,0
37,60654.59,650,32573.6,10.84,6,0.6,21884.13,8,10257.78,Female,Retired,PhD,Car,South,Single,2013,12,20/02/2013,0
50,57122.97,632,15254.4,16.55,4,7.2,921.8,7,18137.83,Male,Full-Time,High School,Car,South,,2013,36,12/01/2013,1
21,28920.43,466,18483.65,49.96,6,0.7,14323.28,2,6411.37,Female,Self-Employed,,Car,West,Single,2024,24,26/03/2024,1
62,24959.37,847,11181.45,40.37,4,7.4,16790.69,4,6637.25,Female,Unemployed,High School,Home,East,Single,2016,48,15/04/2016,0
61,77688.13,526,11204.85,28.74,5,22,2362.2,8,29259.26,Male,Full-Time,,Business,West,,2022,60,7/03/2022,1
28,50454.61,608,9945.32,32.57,2,18.4,1361.23,7,18840.52,Male,Full-Time,Master,Car,Central,Divorced,2019,48,11/04/2019,0
64,104062.07,806,31194.87,13.04,1,1,5000.65,4,17697.63,Female,Full-Time,Bachelor,Business,South,Married,2015,36,16/12/2015,1
66,28029.6,512,26854.45,41.8,3,1.7,1410.25,4,5207.92,Male,Full-Time,Bachelor,Personal,East,Married,2019,48,10/05/2019,0
54,50593.18,653,27705.05,46.01,0,1.3,2128.37,6,14931.5,Male,Self-Employed,High School,Education,North,Married,2015,24,6/07/2015,1
26,45124.68,599,13317.66,64.07,5,4.9,4416.33,3,9788.31,Female,Part-Time,High School,Home,East,Married,2015,60,1/05/2015,1
35,103975.68,600,5825.36,18.2,0,13.1,6319.15,3,17992.79,Female,Full-Time,High School,Personal,South,Divorced,2012,24,23/09/2012,0
31,36908.76,756,16867.58,21.93,4,0.5,5918.79,9,8482.49,Female,Full-Time,,Medical,West,,2016,36,26/05/2016,0
36,128334,712,5877.82,52.36,2,15,35832.35,2,28955.73,Male,Self-Employed,High School,Medical,North,Single,2023,36,18/02/2023,0
34,32801.45,690,37047.16,41.37,0,4.1,17676.86,9,5880.61,Female,Unemployed,High School,Medical,North,Single,2022,36,28/04/2022,0
52,33005.22,776,2295.37,71.1,4,9.6,4415.34,4,,Female,Full-Time,High School,Home,South,Married,2018,84,28/03/2018,0
46,55855.91,599,27739.55,15.22,3,2.8,14017.67,0,9611.31,Female,Unemployed,Bachelor,Education,South,Married,2019,48,3/01/2019,0
59,47410.59,620,4222.77,30.29,2,2.7,1052.16,8,16076.92,Female,Self-Employed,Bachelor,Car,Central,,2016,48,4/10/2016,0
60,30825.11,693,13317.45,23.19,3,6.1,5341.62,3,11526.13,Male,Full-Time,Bachelor,Personal,North,Divorced,2010,36,10/03/2010,0
25,56334.95,705,18256.57,14.62,3,12.4,19366.16,3,9699.84,Female,Self-Employed,PhD,Education,North,Widowed,2019,84,15/05/2019,0
70,31674.83,577,6482.64,28.02,3,5.9,666.71,4,7040.06,Female,Full-Time,Master,Education,Central,Divorced,2022,24,27/08/2022,1
24,33755.98,584,10152.63,9.95,3,3.3,10972.82,8,7098.86,Female,Self-Employed,High School,Medical,East,Divorced,2020,36,4/04/2020,0
41,24976.71,697,20893.09,28.51,0,0.3,959.92,5,4461.08,Male,Part-Time,High School,Home,Central,Divorced,2017,36,24/12/2017,0
45,179273.69,643,36750.44,37.25,1,,4989.69,2,35036.57,Male,Part-Time,Bachelor,Education,Central,Single,2022,60,21/12/2022,0
60,56387.06,850,11908.02,12.47,2,4.3,84177.68,3,17942.79,Female,Full-Time,Bachelor,Car,South,,2022,36,23/09/2022,0
34,44033.91,664,35325.42,29.97,6,4.1,26617.74,1,7524.89,Male,Full-Time,High School,Business,Central,Divorced,2018,48,18/05/2018,0
37,22297.37,657,18331.52,18.61,0,14.9,402.7,0,7334.44,Female,Full-Time,Master,Personal,West,Married,2017,60,7/06/2017,0
20,30762.39,568,8474.07,17.79,2,18.7,46342.49,7,6533.44,Female,Full-Time,Bachelor,Education,Central,Single,2013,48,15/10/2013,1
54,23129.15,610,12760.22,37.98,0,2.6,724.93,2,4239.46,Female,Unemployed,High School,Car,East,Married,2018,60,14/05/2018,1
32,33397.68,631,17975.74,18.26,6,1.7,16371.79,2,11046.32,Male,Full-Time,Master,Medical,Central,Single,2024,24,13/12/2024,0
68,,522,4448.05,41.25,4,0.5,8200.02,8,5331.04,Female,Full-Time,High School,Home,Central,Single,2022,24,8/12/2022,1
25,59799.17,629,24919.97,57.62,,,,9,14993.6,Female,Retired,High School,Education,West,Married,2022,36,5/08/2022,1
30,71692.74,696,37465.63,18.8,6,7.1,71155.77,3,,Male,Unemployed,Bachelor,Car,Central,Married,2020,12,28/02/2020,0
65,21413.55,659,4826.47,53.84,4,0.9,10729.53,3,6377.61,Male,Full-Time,Bachelor,Medical,East,Single,2022,24,5/11/2022,0
20,43646.88,686,12980.96,20.07,4,1,1651.75,4,11678.04,Male,Part-Time,,Personal,West,Widowed,2021,36,19/12/2021,1
26,33085.85,552,17979.57,12.23,5,1.1,14558.2,8,10071.15,Female,Full-Time,,Education,West,,2019,24,3/11/2019,0
48,128816.61,627,27063.21,14.04,,11.9,2156,7,31257.23,Female,Retired,High School,Home,North,Married,2024,48,9/06/2024,0
58,47490.4,721,23852.77,2.14,5,1.2,1106.74,8,16332.18,Non-Binary,Full-Time,Master,Education,South,,2012,24,8/10/2012,0
71,54194.75,665,10437.57,35.12,3,4.8,4610.55,1,9605.67,Female,Unemployed,High School,Home,East,Single,2013,36,14/12/2013,0
34,51497.17,690,19615.84,3.22,4,7.1,,5,10600.95,Male,Full-Time,,Education,South,Divorced,2022,48,20/07/2022,0
73,48448.34,576,20232.09,25.2,4,5.2,71323.66,2,9167.16,Female,Full-Time,Bachelor,Home,South,,2023,60,9/06/2023,0
51,80463.34,708,8809.69,30.59,1,8.6,1763.77,4,15944.85,Female,Full-Time,PhD,Education,North,Single,2011,60,15/06/2011,0
73,37392.49,480,7858.37,11.04,1,4.3,719.93,4,,Female,Self-Employed,Bachelor,Car,East,Single,2013,60,3/03/2013,1
68,26979.2,733,6310.46,21.41,4,6.4,4709.83,4,7447.2,Female,Full-Time,Bachelor,Personal,Central,Married,2017,60,12/07/2017,0
30,114444.23,562,26108.45,24.34,2,30.7,9339.75,9,34192.76,Female,Full-Time,High School,Medical,North,Single,2014,24,23/03/2014,0
22,68409.96,629,8080.67,39.03,5,,,7,18392.57,Male,Full-Time,Bachelor,Personal,North,Single,2015,48,7/07/2015,1
58,56369.58,768,10815.81,36.04,3,8.6,4329.11,2,10561.18,Male,Full-Time,Bachelor,Education,North,Married,2014,60,2/09/2014,0
42,46631.76,617,11532.44,40.22,4,0.8,3857.26,3,9663.17,Male,Part-Time,Bachelor,Business,Central,Divorced,2019,60,21/09/2019,0
21,21067.76,721,37597.5,17.85,2,12.7,3903.31,3,,Female,Full-Time,Master,Business,South,Single,2021,60,12/01/2021,0
53,96371.9,669,17645.13,44.1,2,1.8,23462.89,7,29060.95,Female,Part-Time,High School,Personal,South,Divorced,2021,36,14/06/2021,0
69,,677,12596.53,24.73,5,1.2,3663.84,7,45386.04,Male,Full-Time,,Education,West,,2020,36,25/02/2020,0
27,38186.47,526,10317.02,31.87,3,1.2,4085.36,6,7859.05,Male,Self-Employed,Bachelor,Business,East,Married,2022,60,28/07/2022,1
44,34524.43,675,22889.96,46.84,3,2.8,,9,11945.84,Female,Unemployed,High School,Home,North,,2020,84,9/03/2020,1
73,133206.19,689,9029.35,48.34,4,1.4,1203.18,2,24412.29,Male,Unemployed,Bachelor,Business,North,Married,2011,24,26/11/2011,1
29,50413.79,556,21755.43,44.19,3,18.9,454.51,1,10251.12,Male,Retired,PhD,Education,Central,Married,2021,60,18/01/2021,1
69,36643.11,606,11040.77,33.3,5,2.1,1102.49,8,13068.05,Female,Unemployed,High School,Home,West,Married,2020,36,19/07/2020,0
65,57578.68,554,13063.12,21.52,5,7.9,16059.66,1,16826.08,Male,Self-Employed,Master,Business,South,,2023,48,3/11/2023,0
20,152374.57,635,3031.98,45.09,6,7.1,2926.78,7,26631.98,Male,Full-Time,,Home,West,Married,2016,36,24/08/2016,1
50,43600.74,642,14311.21,26.95,3,7.4,4979.19,5,17363.5,Male,Part-Time,,Home,South,Single,2016,60,4/04/2016,0
48,,635,44078.35,30.61,3,1.9,11958.19,7,15906.47,Male,Full-Time,High School,Home,North,,2019,48,28/03/2019,1
32,24923.71,727,10075.78,25.83,6,2.5,39141.14,4,,Male,Full-Time,High School,Home,North,Single,2023,60,9/12/2023,0
31,63812.91,547,5519.1,49.93,3,18.3,9714.53,6,24679.7,Male,Full-Time,Bachelor,Personal,West,Widowed,2021,12,2/02/2021,1
65,79108.73,701,21400.69,25.65,1,6.1,2899.42,3,15703.79,Female,Full-Time,,Car,South,Married,2019,60,9/12/2019,0
31,66568.81,641,14324.14,17.78,5,8,5349.66,9,19493.9,Male,Part-Time,Master,Business,Central,Divorced,2010,48,9/11/2010,1
70,84986.9,512,24862.51,35.28,5,0.4,2080.47,0,19562.34,Female,Full-Time,Master,Education,North,Single,2019,60,20/01/2019,0
63,83251.1,661,8708.13,32.3,1,6.8,73042.55,6,15791.86,Female,Part-Time,High School,Business,Central,,2023,36,4/12/2023,0
20,72031.78,567,2655.88,25.43,0,8.7,,1,24461.74,Female,Self-Employed,High School,Car,West,Married,2018,48,14/05/2018,1
39,,715,12244.13,47.69,6,9.2,1677.5,2,10863.58,Male,Part-Time,High School,Personal,North,,2019,60,2/06/2019,0
52,27958.52,769,10790.53,30.06,5,6.3,,5,5919.07,Female,Full-Time,,Home,West,Divorced,2022,36,21/07/2022,0
29,,683,9568.76,54.07,5,12.9,1327.85,6,16251.53,Female,Full-Time,,Car,East,Single,2010,60,13/01/2010,1
22,46232.63,465,3184.01,56.66,6,17.1,1891.35,5,10576.03,Male,Part-Time,Bachelor,Car,West,Single,2020,84,5/03/2020,1
58,67531.87,516,11585.25,21.84,4,2,1018.04,0,17592.9,Male,Full-Time,Bachelor,Education,West,Married,2018,36,9/03/2018,1
50,55349.83,704,19219.36,2.21,2,0.7,2806.18,1,9350.56,Male,Self-Employed,Master,Personal,East,Married,2020,48,13/08/2020,0
52,48924.79,683,8663.23,10.4,2,9.7,1614.39,2,8701.26,Female,Self-Employed,High School,Home,South,Widowed,2013,60,28/01/2013,0
68,79967.23,759,11408.44,37.47,6,3.7,4198.17,2,,Female,Self-Employed,High School,Medical,Central,Single,2013,60,19/10/2013,0
49,12784.42,591,15472.19,40.54,2,1.4,2314.04,8,2898.51,Male,Full-Time,Bachelor,Car,East,,2015,36,1/12/2015,0
28,50824.84,621,36658.09,7,1,0.3,9528.99,3,9679.31,Male,Full-Time,Master,Home,South,Married,2022,60,11/09/2022,0
65,56058.51,755,8729.89,15.69,1,1.4,27821.26,0,13706.59,Female,Self-Employed,Bachelor,Car,East,Divorced,2019,60,15/09/2019,0
55,56301.12,661,13065.99,35.74,4,1.4,5975.87,5,21416.22,Female,Full-Time,,Education,Central,Single,2023,24,25/08/2023,0
52,53677.75,850,9933.97,31.46,4,3.3,1740.43,1,15368.62,Male,Self-Employed,High School,Personal,Central,Widowed,2020,48,2/05/2020,0
57,65144.06,649,16122.17,31.6,4,8.8,12485.08,5,20456.42,Female,Retired,,Medical,West,,2012,60,8/05/2012,0
71,227577.59,850,84475.51,21.19,3,12,4527.11,4,60209.71,Female,Unemployed,Master,Personal,North,Single,2014,36,20/09/2014,0
62,47579.22,511,13388.01,22.38,3,8.9,459.78,6,13044.12,Male,Self-Employed,PhD,Car,South,Widowed,2012,36,25/08/2012,1
61,32423.44,571,15594,42.64,2,1.4,3150.15,2,6002.99,Male,Self-Employed,,Medical,North,Single,2022,60,18/05/2022,0
59,,850,4964.9,27.88,6,5.3,6446.76,7,12309.3,Male,Full-Time,,Car,North,Single,2020,60,10/03/2020,0
21,32967.03,716,3010.27,10.58,4,0.7,4233.35,3,6888.5,Female,Full-Time,Master,Education,East,Single,2023,36,23/02/2023,0
50,32892.82,560,13007.98,10.86,,13.9,16538.66,2,9645.3,Female,Part-Time,High School,Business,Central,Married,2015,12,23/10/2015,1
53,51232.11,641,20711.9,61.58,5,14.1,3894.01,7,9161.74,Male,Full-Time,Master,Home,Central,Married,2016,60,15/08/2016,1
71,46376.77,578,20358.18,31.52,0,8.6,,7,17899.91,Female,Full-Time,Bachelor,Education,North,Single,2011,48,12/01/2011,1
60,96949.98,700,14824.03,37.56,0,3.7,16436.65,2,20410.14,Male,Self-Employed,,Home,Central,Divorced,2014,48,19/03/2014,0
60,44154.96,602,16261.92,33.67,4,0.2,3164.1,6,9534.12,Female,Unemployed,Bachelor,Home,North,Divorced,2011,12,18/08/2011,0
28,23670.04,585,11463.04,31.06,3,0.3,5397.09,8,4150.27,Male,Self-Employed,Master,Home,East,,2011,36,18/11/2011,0
23,29908.94,593,11615.03,23.89,3,5.6,7277.74,1,5242.58,Male,Full-Time,High School,Medical,South,Married,2013,36,7/07/2013,1
29,16366.35,408,13482.42,11.01,4,0.1,2053.91,4,3930.27,Male,Full-Time,High School,Business,Central,Married,2017,36,7/02/2017,1
58,49087.76,531,15947.04,13.44,4,1.1,4055.3,2,12012.93,Male,Full-Time,Bachelor,Education,South,Married,2015,12,16/10/2015,1
59,47262.78,751,12944.61,23.61,4,6.6,3485.11,4,10308.91,Female,Self-Employed,,Business,South,Single,2023,48,12/05/2023,0
20,51320.95,496,9474.9,20.42,0,4.3,4125.69,5,9298.07,Female,Full-Time,High School,Home,North,Married,2018,12,13/02/2018,0
20,28175.59,656,35886.36,46.38,2,2,6155.29,0,9666.41,Male,Self-Employed,Bachelor,Car,East,Divorced,2015,60,13/12/2015,1
40,43689.16,675,17571.91,37.74,5,4.2,6532.36,3,8638.62,Female,Full-Time,Bachelor,Education,East,Single,2024,60,2/04/2024,1
41,29200.13,731,33847.66,29.98,2,1.7,23133.09,4,6756.26,Female,Full-Time,Master,Business,West,Married,2024,84,20/03/2024,0
57,,731,39935.93,39.15,3,0.5,10315.36,8,2721.53,Female,Full-Time,Bachelor,Personal,West,Married,2013,60,2/10/2013,1
23,73935.04,666,18280.18,13.36,6,7.2,2732.47,5,12826.64,Female,Retired,,Home,South,Married,2018,48,13/12/2018,1
37,81562.15,630,15621.14,30.49,6,8.6,3998.52,9,28978.35,Female,Self-Employed,Bachelor,Car,Central,Widowed,2020,84,7/07/2020,0
44,92959.01,755,30319.02,46.66,3,8.3,9678.59,3,,Male,Full-Time,Bachelor,Home,East,Single,2015,60,16/04/2015,0
61,52048.56,726,16735.62,36.51,2,2.1,10675.49,4,20789.22,Non-Binary,Full-Time,Bachelor,Car,East,Divorced,2015,48,20/03/2015,0
65,233307.26,529,13556.85,25.99,2,11.4,3205.17,7,76572.4,Female,Retired,High School,Education,West,Single,2021,24,2/07/2021,0
67,57411.37,747,11624.19,22.21,5,10.8,4353.45,2,20318.23,Female,Full-Time,High School,Business,West,Single,2011,60,27/06/2011,0
30,208202.02,560,16487.31,6.14,3,2.3,1032.17,4,52580.78,Male,Self-Employed,,Personal,West,Married,2017,60,17/05/2017,1
52,40661.93,666,50239.93,71.54,1,0.3,3203.98,9,10587.23,Male,Unemployed,PhD,Personal,North,Married,2022,60,1/12/2022,1
63,39010.97,749,6984.16,35.04,5,10,2969.78,6,6809.57,Female,Retired,High School,Personal,Central,,2016,36,21/05/2016,0
35,49006.6,605,67420.68,43.64,5,3.4,4586.91,4,18111.61,Male,Full-Time,High School,Personal,West,Divorced,2012,60,17/05/2012,0
63,38390.21,661,9253.15,41.14,5,0,4020.33,5,,Female,Full-Time,High School,Business,North,Single,2023,48,3/05/2023,0
31,79598.71,609,8150.27,46.1,6,5.9,6279.34,2,23632.03,Female,Full-Time,High School,Business,West,Single,2022,48,1/04/2022,1
42,30415.04,699,2435.82,39.25,4,16,9026.07,1,6476.92,Male,Unemployed,Master,Personal,North,Divorced,2020,36,27/11/2020,0
44,27769.73,424,20296.58,30.36,2,4.8,1662.28,2,7188.82,Male,Self-Employed,PhD,Business,East,Widowed,2017,84,9/03/2017,1
57,125080.46,654,37508.17,46.18,6,9.7,989.86,3,38425.34,Female,Full-Time,Master,Medical,North,Married,2022,60,4/08/2022,1
48,78316.99,708,6933.42,55.46,,2,6418.11,9,20846.38,Female,Part-Time,Bachelor,Business,Central,,2012,60,24/10/2012,1
64,50176.07,715,31711.7,8.52,6,8,5661.65,2,15980.21,Female,Unemployed,High School,Business,North,Single,2017,60,4/03/2017,0
46,95669.07,674,27564.17,37.26,4,0.6,8969.09,1,26731.7,Female,Full-Time,High School,Personal,South,Single,2020,24,17/03/2020,0
64,55327.2,501,13095.16,32.92,6,7.6,8157.56,3,18687.93,Male,Full-Time,,Home,Central,,2011,48,18/06/2011,1
47,35676.45,612,4772.28,9.67,4,4.2,4979.39,4,7083.21,Female,Self-Employed,,Home,Central,Married,2015,48,22/08/2015,0
68,24371.17,600,5415.14,12.44,5,,799.65,1,6184.22,Female,Part-Time,Master,Personal,West,Married,2019,36,7/08/2019,0
43,24739.39,620,16309.57,7.85,5,6.7,14627.6,4,7040.53,Male,Part-Time,PhD,Car,Central,Married,2015,84,6/10/2015,0
37,22995.36,689,6023.59,34.84,,4.1,,9,6355.41,Female,Self-Employed,PhD,Education,Central,Single,2013,36,10/09/2013,0
55,45801.5,750,27598.39,12.11,6,13.8,6727.62,6,15819.81,Female,Full-Time,PhD,Home,Central,Married,2012,84,9/10/2012,0
44,28276.7,713,16996.27,24.93,0,2.6,944.64,5,5289.35,Female,Part-Time,High School,Personal,West,Single,2012,36,26/05/2012,0
57,54589.26,627,22673.36,3.2,5,2.1,11898.75,1,13302.3,Male,Self-Employed,High School,Personal,Central,Married,2021,84,3/03/2021,0
55,112915.36,481,11455.44,50.94,5,3.7,11262.67,8,,Female,Self-Employed,Bachelor,Education,East,,2014,36,6/01/2014,1
69,77928.46,710,10847.25,40.65,4,4.2,6532.29,4,17138.56,Female,Retired,,Car,West,Divorced,2023,36,18/06/2023,0
40,46404.45,646,13239.99,10.88,4,4.1,2047.62,3,9270.19,Male,Full-Time,,Education,Central,,2020,36,28/10/2020,0
32,50460.77,763,60280.98,62.72,6,24.3,16689.48,9,17071.72,Male,Full-Time,Master,Education,West,Widowed,2019,48,19/03/2019,1
20,83354.02,741,7874.25,49.66,6,1,,2,25913.95,Female,Full-Time,,Car,West,Single,2018,36,28/06/2018,1
27,69586.19,653,22087,71.99,1,1.8,8635.59,6,22166.86,Non-Binary,Retired,Master,Home,East,Married,2021,48,6/06/2021,1
32,57230.21,717,4320.73,14.37,3,0.8,3802.06,8,15964.53,Female,Full-Time,High School,Car,West,Married,2019,12,1/11/2019,0
73,95400.57,785,37302.55,21.03,3,0.4,5904.85,9,24857.14,Male,Unemployed,,Home,East,Married,2011,48,2/12/2011,0
33,120382.78,698,5725.96,52.48,4,1.9,63535.16,9,26523.98,Male,Full-Time,High School,Medical,Central,Married,2021,48,14/06/2021,1
34,80947.81,850,28983.4,28.2,5,9.1,13894.98,8,15563.52,Male,Full-Time,High School,Home,West,Single,2016,36,1/10/2016,0
28,87556.73,640,4804.39,7.76,5,,47545.66,6,14767.22,Male,Self-Employed,Bachelor,Home,East,Married,2017,36,2/02/2017,1
22,53126.32,684,6876.63,45.03,2,0,9191.24,2,9499.86,Male,Self-Employed,,Home,South,Married,2013,60,23/10/2013,1
22,42095.16,733,18767.02,36.15,3,,,7,8116.06,Male,Full-Time,Bachelor,Education,South,Married,2020,60,23/09/2020,1
31,32614.34,623,22083.83,25.45,4,3.5,6259.47,0,9824.78,Female,Part-Time,PhD,Business,West,Single,2012,48,7/06/2012,0
67,11812.65,459,8564.3,23.93,6,4.4,13259.4,1,2679.62,Male,Full-Time,,Car,South,Single,2020,36,28/06/2020,0
43,58620.08,722,11766.95,22.61,2,0.9,23913.87,3,23285.37,Male,Full-Time,Master,Personal,East,Single,2020,36,2/02/2020,0
25,22417.45,669,12306.51,61.65,1,3.7,5281.92,4,6574.92,Female,Unemployed,High School,Business,North,Married,2012,48,6/01/2012,0
24,38657.93,582,6717.91,46.9,4,6.4,35815.43,1,8238.96,Female,Full-Time,Bachelor,Personal,West,,2023,84,22/02/2023,0
